,article,sentiment,Week_number
454,아프리카돼지열병 예방 관리대책’을 발표했다,0,9
455,항만 국경검역을 강화키로 했다,0,9
456,휴대 축산물 등 모니터링 검사를 강화한다,0,9
457,재입식 요건 등 신속 대응체계를 구축을 담은 SOP(긴급행동지침,0,9
458,증가자돈 줄고 ,0,9
459,양돈사료량이 크게 증가했다,0,9
460,늘었다,0,9
461,월별 양돈사료량 중 사상 최대치를 기록했던 지난해 11월 58만톤에 단 1천여톤 못 미치는 양이다,-1,9
462,또 1월 양돈사료량 가운데서는 역대 최고치였다,1,9
463,감소한 반면 비육돈용은 33만5천톤으로 일년전보다 무려 22,0,9
464,번식돈용 사료도 9만9천여톤으로 17년에 비해 5.7,0,9
465,한편 이달부터 ,0,9
466,변경되는 명칭은 다음과 같다,0,9
467,이상으로 끌어올릴 수 있다는 주장이다,0,9
468,다산 모돈에 최적화한 시설과 환경연구,0,9
469,모돈을 다산 모돈으로 정의할 수 있다,0,9
470,)까지 끌어올릴 수 있다,1,9
471,농장 생산성을 악화시킬 수 있어 세밀한 관리가 요구된다,-1,9
472,사육환경을 최적화할 것을 주문했다,0,9
473,체형관리를 실시할 것을 당부했다,0,9
474,종부를 실시하는 것이 바람직하다고 ,0,9
475,양돈장 계속 할지 팔지,0,9
476,높은 가격 제시에 농가 마음 ‘흔들,-1,9
477,요즘 고민에 빠졌다,-1,9
478,거액의 매매금을 제시 했기 때문이다,0,9
479,후계자도 있어 농장을 매매할 생각은 추호도 없었다,1,9
480,마음이 흔들리고 ,-1,9
481,양돈업 미래도 불투명하기 때문이다,-1,9
482,이에 따,0,9
483,어려운 가운데 기존 양돈장의 가치가 점점 높아지고 ,-1,9
484,농촌경제연구원에 따르면 지난해 1인당 돼지고기 소비량이 24.5,0,9
485,평균 4천802원의 높은 가격을 형성했다,1,9
486,기업들도 호시탐탐 생산 분야 진출을 엿보고 ,0,9
487,부채가 많은 농장 등 운영이 어려운 농가를 인수하려는 움직임이 포착되고 ,-1,9
488,최근에는 시세보다 높은 가격을 제시하면서까지 농가들의 마음을 흔들고 ,1,9
489,접근해 농장을 팔 것을 권유하고 ,0,9
490,접촉해 농가들을 흔들고 ,-1,9
491,농장 인수에 주력하고 ,0,9
492,하고 우려했다,-1,9
493,산업 호조 이면에 기업의 생산 분야 진출 확대도 불거지면서 ,1,9
494,예의주시하고 ,0,9
495,기업에 종속될 수밖에 없다고 ,-1,9
496,한번 입증됐다,1,9
497,출하물량 증가에도 지난해 말 기준 한돈 재고가 감소한 것으로 조사됐다,-1,9
498,감소했다,-1,9
499,연속 감소했다,-1,9
500,연속 사상 최고를 기록한 가운데 이처럼 재고는 준 것이다,-1,9
501,값이 강세를 형성한 이유를 설명하고 ,1,9
502,부위별로 보면 후지가 1만1천여톤으로 일년전과 견줘 58,0,9
503,재고량도 가장 많고 ,0,9
504,재고량이나 증가폭에 있어서 후지의 뒤를 이었다,0,9
505,가량 늘었다,0,9
506,감소하면서 전체 재고량 감소에 한 몫 했다,0,9
507,줄었다,0,9
508,9번쨰 기사입니다,0,10
509,출하 작년보다 많았다,0,10
510,하락2월까지 출하두수가 작년보다 늘었다,-1,10
511,각각 감소했다,-1,10
512,출하가 준 것은 설 연휴가 지난해는 1월,0,10
513,지난해는 7만여마리로 올해가 더 많다,0,10
514,가량 많았다.,0,10
515,하락했다,-1,10
516,긴장돼알젠틴 생산 저조와 환율 불안올 상반기 국내로 들어오는 사료원료 가격이 상승세를 보일 전망이다,-1,10
517,최근 농촌경제연구원은 국제곡물 3월호를 통해 1분기 사료용 곡물 수입단가 지수는 80.1로 전분기,0,10
518,더 오를 것으로 전망했다,0,10
519,국제 곡물 가격이 오르기 시작한 올 1월 이후 구매한 물량이기 때문이다,0,10
520,오를 것으로 점쳐지고 ,0,10
521,83.8)에 비해서는 낮은 수준이기는 하나 최근 국제 곡물시장의 흐름을 보면 긴장을 늦출 순 없다,-1,10
522,콩 가격의 상승과 미국의 밀 작황 부진 등에 따라 강세를 형성하고 ,-1,10
523,오르고 2분기는 198.2로 1분기보다 2.3,0,10
524,가격 상승 가능성도 있다고 지적했다,-1,10
525,가격 하락 전망에도 농가들의 모돈 사육 의향은 높은 것으로 나타났다,1,10
526,상승한 것으로 조사됐다,0,10
527,가격이 올해 하락세이나 생산비 이상으로는 유지할 것으로 전망됐기 때문으로 풀이된다,0,10
528,이를 뒷받침하듯 올해 후보돈 판매 두수도 크게 늘었다,0,10
529,이동 등록 현황을 보면 올해(1~2월) 이동(판매)두수는 총 3만180두로 작,0,10
530,증가했다.,0,10
531,총 사육두수 1천1백만두 근절이 예상되고 ,1,10
532,화농 탓,0,10
533,목살 가격이 하락 일로에 처했다,-1,10
534,부위들 중 가장 하락폭이 컸다,-1,10
535,연속 하락했다,-1,10
536,가까이 가격이 떨어졌다,-1,10
537,주목받게 된 것이 한 원인으로 파악되고 ,0,10
538,있는 목심 부위 화농도 한 원인,-1,10
539,지속적으로 해당 문제가 이슈화되고 있어 목심 가격 회복을 더욱 어렵게 하고 ,-1,10
540,대책 마련이 필요하다고 ,-1,10
541,양돈농가들의 반감이 커지고 ,-1,10
542,농림축산식품부는 지난해,0,10
543,패러다임을 전환하는 가정에서 일부 시설 용어 역시 전환하며,0,10
544,용어 변경을 농축산부에 촉구 하고 ,-1,10
545,순화된 용어로 변경해 사용할 것을 요구하고 ,0,10
546,약세 지속향후 돼지 값은 출하두수가 증가하면서 전년 대비 약세가 지속될 것으로 전망됐다,-1,10
547,하락할 것으로 내다봤다,-1,10
548,지난해 수준을 회복하지는 못한다는 것이다,-1,10
549,지난해보다 낮은 수준을 형성할 것으로 예상했다,-1,10
550,따른 결과라고 설명했다,0,10
551,증가한 671만마,-1,10
552,기록할 것으로 추산했다,0,10
553,모돈 입식 증가로 돼지 사육두수도 지속적으로 지난해보다 많은 수준이 유지될 것으로 전망됐다,0,10
554,많을 것으로 내다봤다,0,10
555,가량 감소한 16만톤을 기록할 것으로 전망됐다,-1,10
556,PED 강타,-1,10
557,돼지 질병의 창궐이 경고되고 ,-1,10
558,여름 출하가 예상만큼 늘지 않을 수 있다는 전망이 나올 정도다,0,10
559,이 같은 우려가 나오고 ,-1,10
560,-2℃로 평년 대비 1.7,-1,10
561,특히 온도가 낮을수록 기승을 부리는 PED,-1,10
562,더 심각한 수준이라는 진단이다,-1,10
563,문제는 PED 그 자체도 많은 폐사를 유발하지만 ,-1,10
564,이 같은 돼지들이 현재 어느 해보다 많다는 것이다,-1,10
565,거기다 최근 비육돈 사육,0,10
566,위탁장이 차지하는 비중이 높아진 것도 한 원인으로 지목된다,0,10
567,질병에 더욱 취약하다는 것이다,-1,10
568,될 것이라고 지적했다,-1,10
569,가량은 이렇듯 열악한 위탁장에서 길러진다는 얘기다,-1,10
570,호흡기 질병을 비롯한 각종 질병이 폭발적으로 증가할 위험이 높다는 지적이다,-1,10
571,당부하고 ,0,10
572,10번쨰 기사입니다,0,11
573,돌파양돈장 다산돈 관리 체계로 전환을국내 다산성 종돈 보급이 확대되면서 최근 모돈 성적도 가파르게 상승하고 ,0,11
574,종돈업계에 따르면 지난 2010~11년 구제역 파동으로,-1,11
575,만두 이상이 매몰됐다,-1,11
576,종돈 수입도 예년보다 크게 늘리면서 2011년 7천171두,0,11
577,이 중 다산 능력을 보유한 유럽 종돈이 본격적으로 들어오기 시작,0,11
578,이후부터 국내 양돈장에도 다산형 모돈이 보급된 것으로 추정되고 ,0,11
579,종돈물량은 모두 다산성 모돈이다,0,11
580,종돈장 모돈 성적도 매년 가파르게 향상되고 ,1,11
581,요크셔 모돈의 평균 산자수는 12.2두인 것으로 집계됐다,0,11
582,두가 늘어난 것이다,0,11
583,감안하면 약 2배 상승한 수치다,0,11
584,있는 여건에서 개별 양돈장들은 다산 모급에 맞는 차별화된 관리로 속히 전환해야 한다고 ,0,11
585,대를 위협받고 ,-1,11
586,삼겹살 생산량도 증가했다,0,11
587,이상 하락했다,-1,11
588,한돈 삼겹살 점유율을 살펴보면 ,0,11
589,52.2%,0,11
590,한편 지난해 한돈 부위별 점유율은 ,0,11
591,국내 소비자들의 선호 부위가 아니라 수입량도 미미하다,0,11
592,삼삼데이 실종,-1,11
593,양돈시장 침체 전조,-1,11
594,돼지 값 흐름이 심상치 않다,-1,11
595,향후 양돈시장 침체의 전조가 아닌지 우려되고 ,-1,11
596,이맘때 양돈시장은 삼삼데이 수요로부터 힘을 받아 상승한 후 그 여세가 본격적인 고돈가 시기까지 이어져 왔다,0,11
597,가량 떨어졌다,0,11
598,(4천506원→4천567원) 올랐으며 16년 역시 같은 흐름을 보였다,0,11
599,지난 8일 4천원대도 무너졌다,-1,11
600,이처럼 올해 돼지 값이 약세를 보이는 것은 공급물량 증가가 첫 번째 원인이다,-1,11
601,2월까지 돼지 출하두수가 295만마리로 지난해 대비 7,0,11
602,예상됐던 수입량도 2월말 현재 7만9천여톤으,0,11
603,늘었다,0,11
604,대략 따져 봐도 2월까지 수입산을 포함한 돼지고기 공급량은 15만8천여톤으로 지난해 유통보다 8,0,11
605,동시에 대체 소비 변수가 사라진 것도 무시할 수 없다,0,11
606,시작으로 그동안 생산량 증가에도 고돈가가 지속될 수 있었던 주요 원인 중 하나가 대체수요였다,0,11
607,지난해 살충제 계란 파동 등이 그렇다,-1,11
608,올해는 이 같은 대체 소비 변수들이 없다,0,11
609,돼지 값 상승에 더 많이 기여했다고 ,1,11
610,대체 수요의 효과를 무시할 수 없는 것이다,-1,11
611,최근의 침체된 양돈시장의 반전을 도모할 수 있는 대책 마련이 시급하다고 ,-1,11
612,지난해 돼지 값 호조에다 농가당 평균 출하두수도 늘어 양돈농가들은 수익을 극대화한 것으로 분석되고 ,1,11
613,증가한 것으로 나타났다,1,11
614,증가했다,0,11
615,늘었다,1,11
616,이에 따라 지난해 생산비가 16,0,11
617,가정할 경우 작년 각 농가들은 돈가 호조,1,11
618,지자체 불가 판단 시 행정처분 우려,-1,11
619,축산업 구조조정의 신호탄이 될 것으로 우려되고 ,-1,11
620,정부는 최근 부처 합동으로 미허가 축사 적법화 이행 기간 운영 지침을 발표했다,0,11
621,적법화 대상 농가는 이달 24일까지 ‘간소화된 적법화 허가 신청서,0,11
622,제출된 이행계획서는 각 지자체에서 평가하여 농가별로 적법화 이행 기간을 최대 1년간 부여 하게 된다,0,11
623,적법화에 필요한 충분한 이행 기간을 부여하겠다는 것이다,0,11
624,축산인들의 생각은 다르다,0,11
625,지적했다,-1,11
626,향후 행정처분 근거가 될 수 있다는 것이다,0,11
627,축산업 생산현장의 구조조정이 일어날 것이라고 한 목소리를 내고 ,-1,11
628,돼지고기 수입 2월도 늘었다,1,11
629,3만8600톤 전년 대비 6,0,11
630,↑,0,11
631,돼지고기 수입량이 1월의 증가세를 이어받았다,0,11
632,감소했다,-1,11
633,지난해 동월 3만6천톤에 견줘서는 6.9,0,11
634,기준 수입량은 7만8천800여톤으로 일년전 7만2천톤에 비해 9.5,0,11
635,그동안 돼지 값이 강세를 형성하면서 ,0,11
636,가량 감소한 통계치가 이를 입증하고 ,-1,11
637,특히 삼겹 이외 가공용 부위에서 수입량 증가가 두드러지게 나타나고 ,0,11
638,지난해 동월 1만4천600여톤에 견줘서는 무려 26.7,0,11
639,이에 2월말까지 수입량은 지난해 같은 기간보다 31,0,11
640,)가 급증했다,0,11
641,감소했다,0,11
642,지난해와 비슷한 수준에 그쳤다,0,11
643,축산물 수출 전국 1위로 우뚝작년말까지 130만 달러 달성서귀포시축협,1,11
644,조합으로 집계됐다,0,11
645,수출을 달성한 것으로 집계했다,1,11
646,수출을 많이 하는 조합으로 거듭나고 ,1,11
647,파견해 다양한 프로모션 마케팅을 전개해 나갈 방침이라고 밝혔다,0,11
648,발생 여파로 이유 전 자돈 폐사가 증가하고 ,-1,11
649,최근 1년간 가장 낮은 것으로 나타났다,-1,11
650,폭염이 지속된 6~7월보다도 낮은 것으로 분석됐다,-1,11
651,이 같이 배경에는 최근 일부 지역에서 발생하고 있는 PED의 영향으로 추정되고 ,0,11
652,대책으로 이를 최소화한다는 방침이다,0,11
653,자조금관리위원회는 지난 15년부터 농가 거출금 두당 200원을 추가 거출해 한돈 수급안정예비비를 적립,0,11
654,이 같이 적립된 수급,0,11
655,수급 안정을 위해 사용될 계획이다,1,11
656,가격 안정 대책을 시행한다는 계획이다,0,11
657,수급비를 적시에 활용할지 관심이 모아지고 ,0,11
658,최근의 돼지고기 소비 침체를 짐작케 하고 ,-1,11
659,떨어졌다,0,11
660,1천842원)에 견줘서도 낮은 수준이다,-1,11
661,강추위 여파로 구이용 부위의 소비가 부진했던 것도 한 원인으로 지적되고 ,-1,11
662,15~16년과 견줘서는 높은 수준을 형성하고 ,0,11
663,11번쨰 기사입니다,0,12
664,축산업 근로시간단축 적용서 제외축산농가의 경우 근로시간 단축 적용이 제외된다,0,12
665,안)이 가결됨에 따라 앞으로 근로자 주당 최대 근로시간이,0,12
666,8시간에서 52시간으로 단축됐다,1,12
667,해당되지 않는 것으로 나타났다,0,12
668,농가도 적용이 제외되는 것이다,0,12
669,현장의 농가들이 혼란을 겪지 않도록 전국 지부에 이 같은 내용을 담은 홍보물을 배포키로 했다,0,12
670,소비와 연관도올해 돼지 값이 불안한 출발을 보이고 ,0,12
671,등락흐름이 상당부분 겹치는 모습을 보였다,0,12
672,원서 4천720원으로 역시 상승했다,0,12
673,이 같은 일치된 흐름을 보였다,0,12
674,모두 가장 낮았다,0,12
675,비슷했다,0,12
676,연말로 갈수록 다시 하락하는 패턴을 보였다,-1,12
677,그리고 1~2월 고용률,0,12
678,이후 연속 하락했는데 돼지 값 역시 지난해 11월(4천507원) 이후 내림세다,-1,12
679,취업률 등 고용관련 지표가 보이는 일정한 계절적 흐름이 돼지 값의 계절적 흐름과 일치한다는 점 때문이다,0,12
680,탓에 실업률도 올라가는 것이다,-1,12
681,연중 일정한 등락을 보이는 것이다,0,12
682,고용률과 시중 경기의 연관성도 이 같은 현상을 설명하는 하나의 요인으로 보인다,0,12
683,이상 급증했으며 동시에 사상 최고치를 기록했다,1,12
684,발효 전 평년,0,12
685,미국산 돼지고기 수입량만 보면 역대 최고치며 전체 수입량 중 37,1,12
686,가공용 식품 원료육 수입이 많았던 때문이라는 설명이다,0,12
687,앞다리였다,0,12
688,여기에 FTA 효,0,12
689,도 한 몫 했다,0,12
690,미국산 돼지고기 수입 단가를 보면 발효 전 평년에 ,0,12
691,원서 지난해 2천958원으로 오히려 하락했다,-1,12
692,발효 효과에 의해 상쇄된 것이다,0,12
693,향후 이처럼 무관세가 계속되는 가운데 가격 경쟁력은 더 높아질 전망이다,1,12
694,수입 단가가 하락하면서 미국산 수입 증가세가 이어질 가능성이 크다고 ,-1,12
