week,sentence,sentiment
158,중순 이후 돼지 값은 차츰,neutral
159,축산업 구조조정의 신호탄이 될 것으로 우려되고 ,negative
159,정부는 최근 부처 합동으로 미허가 축사 적법화 이행 기간 운영 지침을 발표했다,neutral
159,지침에,neutral
160,"육성률도 떨어져최근 PED(유행성 설사병) 발생 여파로 이유 전 자돈 폐",negative
161,국내 다산성 종돈 보급이 확대되면서 최근 모돈 성적도 가파르게 상승하고 ,neutral
161,종돈업계에 따르면 지난 2010~11년 구제역 파동으로,negative
161,GP 농장 등 고능력 종돈 20만두 이상이 매몰됐,negative
162,지난해 돼지 값 호조에다 농가당 평균 출하두수도 늘어 양돈농가들은 수익을 극대화한 것으로 분석되고 ,positive
163,축산물 수출 전국 1위로 우뚝,neutral
163,제주농,neutral
164,가격 안정에 선제 조치한다,neutral
164,대책으로 이를 최소화한다는 방침이다,neutral
164,한돈자조,neutral
165,대를 위협받고 ,negative
165,발간하는 통계연보의 부위별,neutral
166,돼지고기 수입 2월도 늘었다,positive
166,돼지고기 수입량이 1월의 증가세를 이어받았다,positive
166,감소했다,negative
166,그러나 지난해 동월 3만6천톤에,neutral
167,최근의 돼지고기 소비 침체를 짐작케 하고 ,negative
168,이재식 부산경남양돈조합장이 양돈조합을 대표하는 농협중앙회 대의원으로 선출됐다,neutral
168,조합장을 농협중앙회의 새로운 대의원으로  추대했다,neutral
168,서,neutral
169,양돈현장의 혼란이 극에 달하고 ,negative
169,현실과 제도 사이에서 많은 양돈농가들이 갈등하고 ,negative
169,육가공업체와도 많이 싸웠다,negative
169,이상육만 고려하면 2회 접종은,neutral
170,국비 지원 확대의 필요성을 주장하고 나서 관심을 끌고 ,neutral
170,국비 보조비율의 상향 조정이 절실함을 호소했다,negative
170,수준인데 반해 지,neutral
171,악취관리지역 지정 빌미 제공,negative
171,며 불만이 극에 달하고 ,negative
171,많은 물량이 농지에 무단 살포됐다는 보도를 내보냈다,negative
171,며칠 후에는 액비살포량을 관리할 법률이 없다는 내용의 후속 보도가 이뤄지기도 했,neutral
172,회장에 박한용 설천농장 대표<사진>가 선출됐다,neutral
172,유성 아드리아호텔에서 정기총회를 갖고 ,neutral
173,무임승차가 없도록 한국종축개량협회 차원의 관심과 지원을 요청했다,neutral
173,대전 유성에서 개최된 2018년도 정기총회 자리에서다.,neutral
173,이날 회의에서 참석자들은 한종협이 운영하고 ,neutral
174,종돈업계의 결속이 최우선 과제다,neutral
174,수장으로 추대된 박한용 회장,neutral
174,권리를 찾을 수 있는 기회가 부족했다며 이같이 강조했다,negative
174,역량을 집중하겠다는 것이다,positive
175,프로그램을 가졌다,neutral
175,이번 방문은 돈마루와 양돈,neutral
176,번식성적을 높이는데 ,neutral
176,교배관리자가 손과 눈으로 발정적기를 판단하는 경,neutral
177,콜백신) 개발이 완료됐다,neutral
177,용량의 단콜백신 파일럿 제품 개발에 성공,neutral
177,이 회사의 한 관계자는 ,neutral
178,진입조차 힘겨운 모습이다,negative
178,양돈업계가 돼지고기 소비의 불씨를 살리기 위한 대책에 착수했다,positive
178,전국의 유통업계를 통해 ‘봄맞이 한돈할인행사,positive
178,온라인 마켓 등 전국적인 체인망을,neutral
179,명절 선물시장에서 한돈의 입지가 보다 탄탄해지고 ,positive
179,전개한 결과 추석 명절과 비교해 큰 폭의 매출 신장을 기록했다,positive
179,한돈선물세트 매출의 증가가 두드러졌다,positive
179,몰을 통한 한돈선물세,neutral
180,한돈과 수입육의 증감이 엇갈렸다,neutral
180,최근 육류유통수출협회에 따르면 1월말 기준 한돈 재고량 추정치는 4,neutral
181,이상 급증했으며 동시에 사상 최고치를 기록했다,positive
181,농축산물 교역 변화를 분,neutral
182,축산농가의 경우 근로시간 단축 적용이 제외된다,neutral
182,지난 2월28일 국회 본회의에서 근로기준법 개정,neutral
183,점유율 제고에 나서고 ,positive
183,미국 육류시장 세미나’를 개최하고,neutral
184,올해 돼지 값이 불안한 출발을 보이고 ,neutral
184,등락흐름이 상당부분 겹치는 모습을 보였다,neutral
185,개최했다.,neutral
185,취임식에는 하태식 대한한돈협회장,neutral
186,위생면에서 홍콩과 마카오 소비자의 긍정적인 평가를 얻었다,positive
186,마카오 소비자와 수입업자를 대상으로  구매의향 등을 조사했다,neutral
186,면접방식으로 진행됐다,neutral
187,돈협회는 양돈장 질식사고 예방을 위한 외국인,neutral
188,철회를 요구하는 등 일제히 반발하고 ,negative
188,행정소송에 나서기로 하는 등 대응책 마련에 나섰다,neutral
188,제주도청을 찾아,neutral
189,적극 협력키로 했다,neutral
189,강제성은 없다고는 하지만 ,neutral
190,11개 마을 59개소 고시,neutral
190,제주도와 용인지역 양돈장들이 무더기로 악취관리지역으로 지정됐다,negative
190,제주특별자치도는 지난 23일 한림읍 금악리 등 11개 마을의 5,neutral
191,나머지 농가도 불안감에▲ ‘불통,negative
191,제주도청을 방문한 양돈농가들은 자신들의 입장을 정확하게 도지사에게 전달할 수 있는 관계자라도  해달라고 요청했다,neutral
191,고성과 함께 실랑이가 벌어지기도 했다,negative
191,안내표지가 무색해 보인다,negative
191,제주특별자치도의 양돈장에 대한 무더기 악취,negative
192,번식용씨돼지도 일반 양돈장의 직수입이 이뤄지고 ,neutral
192,국내 종돈장에 대한 불신이 그 밑바닥에 깔려있는데다 제도적으로는 수입을 막을 방법이 없기에 종돈업계의 고민이 깊어,negative
192,사는 최근 덴마크로부터 일부 순종돈과 함께 번식용씨돼지 90두를 수입했다,neutral
192,활용될 예정,neutral
193,한국농촌경제연구원이 내달의 돼지가격 전망을 하향 조정했다,negative
193,하락한 탕박기준 지육kg당 4천300,negative
194,이번에는 구제역 바이러스와 처절한 방역전쟁을 치르게 됐다,negative
194,신고된 경기 김포시 돼지농장에서 구제역 A형이 발생했다고 ,negative
194,이유자돈에서 발굽탈락 등 구제역 증상이 나왔다,negative
194,구제역 발생은 지난해 2월 23일 이후 407일만이다,neutral
194,특히 구제역 A형은 지난 2010년 1월과 지난해 2월 소농,neutral
195,새로운 회장으로 추대했다,neutral
195,국내 대형종돈장들을 중심으로 구성된 GGP협의,neutral
196,관리상의 어려움과 피해가 커지게 된다,negative
196,실제 현장에서는 발정지연돈에게 별다른 관리 없이 호르몬제나 영양제 같은 약물을,neutral
197,있는 축제와 한돈을 연계한 지역특화 홍보사업에 착수했다,neutral
197,올해는 지,neutral
198,성폭력 근절대책의 일환으로 농축산업 분야 등 여성 외국인 노동자 고용 사업장을 대상으로,neutral
199,행락철이 다가오면서 조금씩 살아나고 ,positive
199,지난,neutral
200,발병 가능성 미리 차단하세요,neutral
200,외국인 노동자들의 밀반입 축산물 유입 방지 등 검역 강화가 유일한 대책임이 다시 한 번 주장됐다,neutral
200,양돈수의사회는 지난 22일 대전,neutral
201,있는 국내 돼지고기 소비량이 수입산에 의해 채워지고 ,neutral
201,늘었다,neutral
201,1인당으로 따져보면 13년 ,neutral
202,돼지 값이 5천원을 넘기기 어렵다는 분석이다,negative
202,최근 농,neutral
203,개발이 순조롭게 진행 중인 것으로 알려졌다,positive
203,종축개량협회는 지난달 28일 협회 소회의실에서 ,neutral
204,농장으로 추가 지정했다,neutral
204,대전충남양돈농협(조합장 이제만)은 지난달 21일 천안본점 회의실에서 기존 및 신규 HACCP농장 조합원 50여,neutral
205,돈협회가 국내 발생 구제역에 최적의 백신 공급을 서둘러 줄 것을 정부에 요청했다,neutral
205,한돈협회 하태식 회장은 지난달 28일 본지 기자와  자리에서 김포,neutral
206,돼지가격이 상승기류를 탔다,negative
206,그것도 수직상승 곡선이다,neutral
206,김포발 구제역 발생 추이에 따라서는 상승폭이 커질 수 있다는 분석도 나오고 ,neutral
206,회복한 이후에도 연일 가파른 상승곡선을 그리고 ,positive
206,전문가들은 부진을 보이던 돼지고기 소비심리가 조,negative
207,끊임없이 소통을 요구해 왔다,neutral
207,악취관리지역 지정 문제를 넘어 악취의 근본적 해결을 통한 양돈농가와 제주도민의 상생이 제주양돈산업발전협의회 비상대책위원회의 최종 목표라는 우성호 위원장,neutral
207,행정의 지원없이 양돈농가 자구노력만으로는 그 실현이 어렵다며 이같이 강조했다,negative
207,법률이 정한 악취,negative
208,돈협회는 양돈장 질식사고 예방을 위한 외국인 근로자용 교육 팜플릿 5천부,neutral
209,우수유전자 선발이 가능하게 됐다,neutral
209,관리할 수 있는 시스,neutral
210,생축 적재 차량은 거점소독  대상에서 제외돼야 한다는 분석이 나왔다,neutral
210,거점소독시설을 거치지 않,neutral
211,온라인 쇼핑몰이 더욱 공격적인 시장 공략에 착수했다,neutral
211,소비자 혜택을 대폭 강화했다,positive
212,도드람의 광고판이 눈에 띈다,neutral
212,경기를 마지막으로 6개월 대장정의 막을 내렸다,neutral
212,남녀부 우승을 차지했다,positive
212,뜨거웠다,positive
212,시즌과 크게 달라지,neutral
213,서귀포 양돈농가들이 제주도의 악취관리지역 지정과는 무관하게 강도 높은 냄새저감 자구대책에 착수한다,neutral
213,대한한돈협회 서귀포지부(지부장 장승하)는 지난달 30일 서귀포축협 흑한우명품관에서 축산환경개선 컨설팅업체인 (주)안씨젠(대표 안예균)과 냄새,negative
214,미국과 중국의 무역전쟁이 시작된 가운데 그 불똥이 우리나라 양돈시장에까지 튈 가능성이 제기되고 ,negative
214,사건의 발단은 미국이 지난달 중국산 철강,neutral
214,추가 관세부과 방침을 밝힌 것이다,neutral
214,이 계획이 실행될 경우 미국의 돈육 수출이 중국 관세 장벽에 막히,negative
215,국내선 처음으로 돼지에 A형 구제역이 발생했다,neutral
215,농가 모두,neutral
216,한돈 시장을 위협하고 ,negative
216,미트저널은 지난달 28일 ‘2018 국내외 육류 유통시장 동향과 전망’이라는 주제로 세미나를 개최,neutral
217,지난해와의 차이는 크게 벌어졌다,negative
217,3월 돼지,neutral
218,↓,neutral
218,평년 대비로도 돈가 상승은 억제될 것으로 보인다,neutral
218,농촌경제연구원은 지난달 26일 4월 양돈관측을 통,neutral
219,지난해 농가 손익 분기점은 MSY 두로 나타났다,neutral
219,올해는 돈가 하락 전망으로 MSY 손익 분기점은 이보다 높아질 전망이다,negative
220,두로 전년보다 줄어,neutral
221,한돈 비싸 업체들 사용 꺼려,negative
222,A형 구제역 원인 불명확,negative
222,경기 김포의 양돈장에서 A형 구제역이 발생했다,neutral
222,한우)에서 구제역이 발생한 이후 407일만이며 돼지에서의 발생은 16년 3월 이후 2년만이다,neutral
222,특히 이번처럼 A형 구제역이 돼지에 발생한 것은 국내에선 이번이 처음이다,neutral
222,모두 소였으며 돼지 구제,positive
223,강화돼야 한다는 지적이다,negative
223,농가에 공급되는 사료에서 권고치를 넘어서는 곰팡이 독소가 검출된데다 농장 내부에서 더 증가하고 ,negative
